Year,Player,Pos,TRB,AST,PTS,PPG,RPG,APG,
1991,Jeff Hornacek,SG,321,409,1350,17,4,5,
1991,Jay Humphries,PG,220,538,1215,15,3,7,
1991,Byron Irvin,SG,45,24,171,5,1,1,
1991,Mark Jackson,PG,197,452,630,9,3,6,
1991,Dave Jamerson,SG,30,27,113,3,1,1,
1991,Henry James,PF,79,32,300,8,2,1,
1991,Les Jepsen,C,37,1,28,1,2,0,
1991,Avery Johnson,PG,77,230,320,5,1,3,
1991,Avery Johnson,PG,21,77,79,4,1,4,
1991,Avery Johnson,PG,56,153,241,5,1,3,
1991,Buck Johnson,SF,330,142,991,14,5,2,
1991,Eddie Johnson,SG,271,111,1354,17,3,1,
1991,Eddie Johnson,SG,46,17,203,14,3,1,
1991,Eddie Johnson,SG,225,94,1151,17,3,1,
1991,Kevin Johnson,PG,271,781,1710,22,4,10,
1991,Magic Johnson*,PG,551,989,1531,19,7,13,
1991,Steve Johnson,C,57,17,90,4,2,1,
1991,Vinnie Johnson,SG,280,271,958,12,3,3,
1991,Charles Jones,C,359,48,163,3,6,1,
1991,Michael Jordan*,SG,492,453,2580,31,6,6,
1991,Shawn Kemp,PF,679,144,1214,15,8,2,
1991,Steve Kerr,PG,37,131,271,5,1,2,
1991,Jerome Kersey,SF,481,227,1084,15,7,3,
1991,Alec Kessler,C,336,31,486,6,4,0,
1991,Randolph Keys,SF,100,18,140,3,2,0,
1991,Bo Kimble,SG,119,76,429,7,2,1,
1991,Bernard King*,SF,319,292,1817,28,5,5,
1991,Stacey King,PF,208,65,419,6,3,1,
1991,Greg Kite,C,588,59,395,5,7,1,
1991,Joe Kleine,C,244,21,258,4,3,0,
1991,Negele Knight,PG,71,191,339,5,1,3,
1991,Bart Kofoed,SG,3,4,3,1,1,1,
1991,Jon Koncak,C,375,124,313,4,5,2,
1991,Frank Kornet,PF,24,9,58,2,1,0,
1991,Bill Laimbeer,C,737,157,904,11,9,2,
1991,Jerome Lane,PF,578,123,463,7,9,2,
1991,Andrew Lang,C,303,27,311,5,5,0,
1991,Eric Leckner,C,295,39,324,5,4,1,
1991,Eric Leckner,C,87,18,94,3,3,1,
1991,Eric Leckner,C,208,21,230,6,5,1,
1991,Kurk Lee,PG,30,34,66,1,1,1,
1991,Tim Legler,SG,18,12,58,6,2,1,
1991,Gary Leonard,C,2,0,2,1,1,0,
1991,Jim Les,PG,111,299,395,7,2,5,
1991,Clifford Lett,PG,7,7,34,5,1,1,
1991,Fat Lever,SG,15,12,29,7,4,3,
1991,Cliff Levingston,PF,225,56,314,4,3,1,
1991,Reggie Lewis,SG,410,201,1478,19,5,3,
1991,Marcus Liberty,SF,221,64,507,7,3,1,
1991,Todd Lichti,SG,112,72,405,14,4,2,
1991,Alton Lister,C,483,93,491,6,6,1,
1991,Ian Lockhart,SF,0,0,4,4,0,0,
1991,Brad Lohaus,PF,217,75,428,5,3,1,
1991,Grant Long,PF,568,176,734,9,7,2,
1991,John Long,SG,32,18,96,4,1,1,
1991,Rick Mahorn,C,621,118,711,9,8,1,
1991,Dan Majerle,SF,418,216,1051,14,5,3,
1991,Jeff Malone,SG,206,143,1282,19,3,2,
1991,Karl Malone*,PF,967,270,2382,29,12,3,
1991,Moses Malone*,C,667,68,869,11,8,1,
1991,Danny Manning,PF,426,196,1159,16,6,3,
1991,Sarunas Marciulionis*,SG,118,85,545,11,2,2,
1991,Jeff Martin,PG,131,65,523,7,2,1,
1991,Anthony Mason,PF,5,0,10,3,2,0,
1991,Tony Massenburg,PF,58,4,82,2,2,0,
1991,Vernon Maxwell,SG,238,303,1397,17,3,4,
1991,Travis Mays,PG,178,253,915,14,3,4,
1991,George McCloud,SF,118,150,343,5,2,2,
1991,Tim McCormick,C,165,32,252,5,3,1,
1991,Rodney McCray,PF,560,259,844,11,8,4,
1991,Xavier McDaniel,SF,557,187,1373,17,7,2,
1991,Xavier McDaniel,SF,81,38,327,22,5,3,
1991,Xavier McDaniel,SF,476,149,1046,16,7,2,
1991,Kevin McHale*,PF,480,126,1251,18,7,2,
1991,Derrick McKey,SF,423,169,1115,15,6,2,
1991,Nate McMillan,SG,251,371,338,4,3,5,
1991,Mark McNamara,C,4,0,0,0,2,0,
1991,Scott Meents,PF,10,8,17,1,1,1,
1991,Reggie Miller*,SG,281,331,1855,23,3,4,
1991,Terry Mills,PF,229,33,315,6,4,1,
1991,Terry Mills,PF,88,16,128,8,5,1,
1991,Terry Mills,PF,141,17,187,5,4,0,
1991,Sam Mitchell,PF,520,133,1197,15,6,2,
1991,Paul Mokeski,C,67,9,57,2,2,0,
1991,Sidney Moncrief,SG,128,104,337,5,2,1,
1991,Chris Morris,SF,521,220,1042,13,7,3,
1991,John Morton,SF,103,243,357,5,2,4,
1991,Chris Mullin*,SF,443,329,2107,26,5,4,
1991,Chris Munk,PF,14,1,13,1,1,0,
1991,Tod Murphy,PF,255,60,251,5,5,1,
1991,Jerrod Mustaf,PF,169,36,268,4,3,1,
1991,Pete Myers,SG,18,14,29,4,2,2,
1991,Larry Nance,PF,686,237,1537,19,9,3,
1991,Craig Neal,PG,16,37,44,4,2,4,
1991,Ed Nealy,PF,151,36,123,2,3,1,
1991,Johnny Newman,SF,254,188,1371,17,3,2,
1991,Ken Norman,SF,497,159,1219,17,7,2,
1991,Dan O'Sullivan,C,17,4,21,1,1,0,
1991,Charles Oakley,PF,920,204,853,11,12,3,
1991,Alan Ogg,C,49,2,54,2,2,0,
1991,Hakeem Olajuwon*,C,770,131,1187,21,14,2,
1991,Jawann Oldham,C,3,0,6,2,1,0,
1991,Brian Oliver,SG,80,88,279,4,1,1,
1991,Gerald Paddio,SF,118,90,504,7,2,1,
1991,Walter Palmer,C,21,6,40,1,1,0,
1991,Robert Parish*,C,856,66,1207,15,11,1,
1991,John Paxson,PG,91,297,710,9,1,4,
1991,Kenny Payne,SF,66,16,166,4,1,0,
1991,Gary Payton*,PG,243,528,588,7,3,6,
1991,Will Perdue,C,336,47,307,4,5,1,
1991,Sam Perkins,PF,538,108,983,13,7,1,
1991,Tim Perry,C,126,27,193,4,3,1,
1991,Chuck Person,SF,417,238,1474,18,5,3,
1991,Jim Petersen,C,200,27,279,5,3,0,
1991,Drazen Petrovic*,SG,110,86,623,10,2,1,
1991,Drazen Petrovic*,SG,18,20,80,4,1,1,
1991,Drazen Petrovic*,SG,92,66,543,13,2,2,
1991,Ricky Pierce,SG,191,168,1598,20,2,2,
1991,Ricky Pierce,SG,117,96,1037,23,3,2,
1991,Ricky Pierce,SG,74,72,561,18,2,2,
1991,Ed Pinckney,PF,341,45,366,5,5,1,
1991,Scottie Pippen*,SF,595,511,1461,18,7,6,
1991,Olden Polynice,C,553,42,778,10,7,1,
1991,Olden Polynice,C,270,16,397,8,6,0,
1991,Olden Polynice,C,283,26,381,12,9,1,
1991,Dave Popson,PF,14,2,35,2,1,0,
1991,Terry Porter,PG,282,649,1381,17,3,8,
1991,Paul Pressey,SG,176,271,528,8,3,4,
1991,Mark Price,PG,45,166,271,17,3,10,
1991,Kevin Pritchard,PG,65,81,243,4,1,1,
1991,Brian Quinnett,SG,145,53,319,5,2,1,
1991,Kurt Rambis,PF,266,64,226,4,4,1,
1991,Blair Rasmussen,C,678,70,875,13,10,1,
1991,J.R. Reid,C,502,89,902,11,6,1,
1991,Robert Reid,SF,9,4,4,1,3,1,
1991,Jerry Reynolds,SG,299,203,1034,13,4,3,
1991,Glen Rice,SF,381,189,1342,17,5,2,
1991,Pooh Richardson,PG,286,734,1401,17,3,9,
1991,Mitch Richmond*,SG,452,238,1840,24,6,3,
1991,Doc Rivers,PG,253,340,1197,15,3,4,
1991,Fred Roberts,PF,281,135,888,11,3,2,
1991,Alvin Robertson,SG,459,444,1098,14,6,5,
1991,Clifford Robinson,PF,349,151,957,12,4,2,
1991,David Robinson*,C,1063,208,2101,26,13,3,
1991,Larry Robinson,SG,51,35,139,4,1,1,
1991,Larry Robinson,SG,23,11,56,2,1,0,
1991,Larry Robinson,SG,28,24,83,7,2,2,
1991,Rumeal Robinson,PG,71,132,265,6,2,3,
1991,Dennis Rodman*,SF,1026,85,669,8,13,1,
1991,Tree Rollins,C,42,4,36,1,1,0,
1991,Delaney Rudd,PG,66,216,324,4,1,3,
1991,John Salley,PF,327,70,544,7,4,1,
1991,Ralph Sampson*,C,111,17,74,3,4,1,
1991,Jeff Sanders,PF,9,1,13,4,3,0,
1991,Mike Sanders,SF,185,106,463,6,2,1,
1991,Danny Schayes,C,535,98,870,11,7,1,
1991,Steve Scheffler,C,45,9,59,2,1,0,
1991,Dwayne Schintzius,C,121,17,158,4,3,0,
1991,Detlef Schrempf,PF,660,301,1320,16,8,4,
1991,Byron Scott,SG,246,177,1191,15,3,2,
1991,Dennis Scott,SG,235,134,1284,16,3,2,
1991,Rony Seikaly,C,709,95,1050,16,11,1,
1991,John Shasky,C,134,11,150,3,2,0,
1991,Brian Shaw,PG,370,602,1091,14,5,8,
1991,Jack Sikma,C,441,143,802,10,6,2,
1991,Lionel Simmons,SF,697,315,1421,18,9,4,
1991,Scott Skiles,PG,270,660,1357,17,3,8,
1991,Charles Smith,PG,2,6,9,2,0,1,
1991,Charles Smith,SF,608,134,1480,20,8,2,
1991,Clinton Smith,SG,4,4,7,1,1,1,
1991,Derek Smith,SF,0,5,5,3,0,3,
1991,Kenny Smith,PG,163,554,1380,18,2,7,
1991,Larry Smith,PF,709,88,268,3,9,1,
1991,Michael Smith,PF,56,43,218,5,1,1,
1991,Otis Smith,SF,389,169,1044,14,5,2,
1991,Tony Smith,SG,71,135,234,4,1,2,
1991,Rik Smits,C,357,84,828,11,5,1,
1991,Mike Smrek,C,26,4,24,2,2,0,
1991,Mike Smrek,C,7,1,14,3,1,0,
1991,Mike Smrek,C,19,3,10,1,2,0,
1991,Rory Sparrow,PG,186,362,831,10,2,5,
1991,Felton Spencer,C,641,25,572,7,8,0,
1991,John Starks,SG,131,204,466,8,2,3,
1991,Everette Stephens,PG,0,2,6,2,0,1,
1991,John Stockton*,PG,237,1164,1413,17,3,14,
1991,Rod Strickland,PG,219,463,800,14,4,8,
1991,Jon Sundvold,SG,9,24,112,5,0,1,
1991,Roy Tarpley,C,55,12,102,20,11,2,
1991,Terry Teagle,SG,181,82,815,10,2,1,
1991,Reggie Theus,SG,229,378,1510,19,3,5,
1991,Irving Thomas,PF,31,10,46,2,1,0,
1991,Isiah Thomas*,PG,160,446,776,16,3,9,
1991,Jim Thomas,SG,0,1,2,1,0,0,
1991,Billy Thompson,SF,312,111,499,7,4,2,
1991,LaSalle Thompson,C,563,147,625,8,7,2,
1991,Mychal Thompson,C,228,21,288,4,3,0,
1991,Bob Thornton,PF,15,1,16,1,1,0,
1991,Otis Thorpe,PF,846,197,1435,18,10,2,
1991,Sedale Threatt,PG,99,273,1013,13,1,3,
1991,Wayman Tisdale,PF,253,66,660,20,8,2,
1991,Tom Tolbert,PF,275,76,500,8,4,1,
1991,Andy Toolson,SF,67,31,137,3,1,1,
1991,Kelly Tripucka,SF,176,159,541,7,2,2,
1991,Trent Tucker,SG,105,111,463,7,2,2,
1991,Andre Turner,PG,152,311,412,6,2,4,
1991,Jeff Turner,PF,363,97,609,9,5,1,
1991,Kelvin Upshaw,SG,55,86,270,6,1,2,
1991,Darnell Valentine,PG,172,351,609,9,3,5,
1991,Kiki Vandeweghe,SF,180,110,1226,16,2,1,
1991,Loy Vaught,PF,349,40,399,5,5,1,
1991,Sam Vincent,PG,107,197,406,8,2,4,
1991,Stojko Vrankovic,C,51,4,58,2,2,0,
1991,Milt Wagner,SG,7,15,63,5,1,1,
1991,Darrell Walker,PG,498,459,553,8,7,6,
1991,Kenny Walker,SF,157,13,230,4,3,0,
1991,Spud Webb,PG,174,417,1003,13,2,6,
1991,Bill Wennington,C,340,69,437,6,4,1,
1991,Doug West,SG,136,48,294,4,2,1,
1991,Mark West,C,564,37,629,8,7,0,
1991,Randy White,PF,504,63,695,9,6,1,
1991,Morlon Wiley,PG,17,73,113,3,1,2,
1991,Dominique Wilkins*,SF,732,265,2101,26,9,3,
1991,Eddie Lee,C,180,15,279,4,3,0,
1991,Gerald Wilkins,SG,207,275,938,14,3,4,
1991,Buck Williams,PF,751,97,933,12,9,1,
1991,Herb Williams,C,357,95,747,12,6,2,
1991,Hot Rod,C,290,100,505,12,7,2,
1991,Jayson Williams,PF,111,16,182,4,2,0,
1991,John Williams,SF,177,133,411,12,5,4,
1991,Kenny Williams,PF,131,31,220,3,2,0,
1991,Micheal Williams,PG,176,348,813,11,2,5,
1991,Reggie Williams,SF,306,133,991,14,4,2,
1991,Reggie Williams,SF,59,46,171,8,3,2,
1991,Reggie Williams,SF,247,87,820,16,5,2,
1991,Scott Williams,PF,98,16,127,2,2,0,
1991,Kevin Willis,PF,704,99,1051,13,9,1,
1991,Trevor Wilson,PF,40,11,55,2,2,0,
1991,Kennard Winchester,SF,67,25,239,4,1,0,
1991,David Wingate,SG,75,46,136,5,3,2,
1991,Randy Wittman,SF,33,25,74,2,1,1,
1991,Joe Wolf,C,400,107,539,7,5,1,
1991,David Wood,SF,246,94,432,5,3,1,
1991,Leon Wood,SG,19,49,81,7,2,4,
1991,Mike Woodson,SG,13,15,64,4,1,1,
1991,Mike Woodson,SG,11,10,53,5,1,1,
1991,Mike Woodson,SG,2,5,11,3,1,1,
1991,Orlando Woolridge,SF,361,119,1330,25,7,2,
1991,Haywoode Workman,PG,242,353,581,8,3,5,
1991,James Worthy*,SF,356,275,1670,21,5,4,
1991,Howard Wright,PF,45,3,54,4,3,0,
1991,Howard Wright,PF,6,0,5,1,2,0,
1991,Howard Wright,PF,37,3,43,5,5,0,
1991,Howard Wright,PF,2,0,6,2,1,0,
1991,A.J. Wynder,PG,3,8,12,2,1,1,
1991,Danny Young,PG,75,141,283,4,1,2,
,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,
1992,Alaa Abdelnaby,PF,260,30,432,6,4,0,
1992,Mahmoud Abdul-Rauf,PG,114,192,837,10,1,2,
1992,Mark Acres,C,252,22,208,3,4,0,
1992,Michael Adams,PG,310,594,1408,18,4,8,
1992,Rafael Addison,SF,165,68,444,6,2,1,
1992,Mark Aguirre,SF,236,126,851,11,3,2,
1992,Danny Ainge,SG,148,202,784,10,2,2,
1992,Victor Alexander,C,336,32,589,7,4,0,
1992,Greg Anderson,PF,941,78,945,12,11,1,
1992,Kenny Anderson,PG,127,203,450,7,2,3,
1992,Nick Anderson,SG,384,163,1196,20,6,3,
1992,Ron Anderson,SF,278,135,1123,14,3,2,
1992,Willie Anderson,SG,300,302,744,13,5,5,
1992,Michael Ansley,SF,6,2,21,2,1,0,
1992,Michael Ansley,SF,4,2,15,2,1,0,
1992,Michael Ansley,SF,2,0,6,3,1,0,
1992,Greg Anthony,PG,136,314,447,5,2,4,
1992,B.J. Armstrong,PG,145,266,809,10,2,3,
1992,Vincent Askew,SG,233,188,498,6,3,2,
1992,Keith Askins,SF,142,38,219,4,2,1,
1992,Stacey Augmon,SG,420,201,1094,13,5,2,
1992,Isaac Austin,C,35,5,61,2,1,0,
1992,Milos Babic,C,11,6,18,2,1,1,
1992,John Bagley,PG,161,480,524,7,2,7,
1992,Thurl Bailey,PF,485,78,951,11,6,1,
1992,Thurl Bailey,PF,78,19,122,9,6,1,
1992,Thurl Bailey,PF,407,59,829,12,6,1,
1992,Steve Bardo,SG,1,0,0,0,1,0,
1992,Charles Barkley*,SF,830,308,1730,23,11,4,
1992,Dana Barros,PG,81,125,619,8,1,2,
1992,John Battle,SG,112,159,779,10,1,2,
1992,Kenny Battle,SG,16,4,32,2,1,0,
1992,Kenny Battle,SG,9,0,14,2,1,0,
1992,Kenny Battle,SG,7,4,18,2,1,1,
1992,William Bedford,C,63,12,114,4,2,0,
1992,Benoit Benjamin,C,513,76,879,14,8,1,
1992,Winston Bennett,SF,162,38,195,4,3,1,
1992,Winston Bennett,SF,161,38,193,4,3,1,
1992,Winston Bennett,SF,1,0,2,1,1,0,
1992,David Benoit,SF,296,34,434,6,4,0,
1992,Larry Bird*,SF,434,306,908,20,10,7,
1992,Rolando Blackman,SG,239,204,1374,18,3,3,
1992,Lance Blanks,SG,22,19,64,1,1,0,
1992,Mookie Blaylock,PG,269,492,996,14,4,7,
1992,Muggsy Bogues,PG,235,743,730,9,3,9,
1992,Manute Bol,C,222,22,110,2,3,0,
1992,Anthony Bonner,PF,485,125,740,9,6,2,
1992,Anthony Bowie,SG,245,163,758,15,5,3,
1992,Sam Bowie,C,578,186,1062,15,8,3,
1992,Terrell Brandon,PG,162,316,605,7,2,4,
1992,Randy Breuer,C,281,89,363,5,4,1,
1992,Frank Brickowski,SF,344,122,740,11,5,2,
1992,Kevin Brooks,SF,39,11,105,3,1,0,
1992,Scott Brooks,PG,99,205,417,5,1,3,
1992,Chucky Brown,SF,82,26,150,4,2,1,
1992,Chucky Brown,SF,6,3,15,3,1,1,
1992,Chucky Brown,SF,76,23,135,4,2,1,
1992,Dee Brown,PG,79,164,363,12,3,5,
1992,Mike Brown,C,476,81,632,8,6,1,
1992,Myron Brown,PG,3,6,9,2,1,2,
1992,Randy Brown,PG,69,59,192,3,1,1,
1992,Tony Brown,SF,84,48,271,5,1,1,
1992,Tony Brown,SF,28,16,103,5,1,1,
1992,Tony Brown,SF,56,32,168,5,2,1,
1992,Mark Bryant,PF,201,41,230,4,4,1,
1992,Jud Buechler,SF,52,23,70,3,2,1,
1992,Jud Buechler,SF,2,2,8,4,1,1,
1992,Jud Buechler,SF,22,11,33,3,2,1,
1992,Jud Buechler,SF,28,10,29,2,2,1,
1992,Matt Bullard,PF,223,75,512,6,3,1,
1992,Willie Burton,SF,244,123,762,11,4,2,
1992,Steve Burtt,SG,34,59,187,6,1,2,
1992,Michael Cage,PF,728,92,720,9,9,1,
1992,Demetrius Calip,PG,5,12,11,2,1,2,
1992,Elden Campbell,C,423,59,578,7,5,1,
1992,Tony Campbell,SF,286,229,1307,17,4,3,
1992,Antoine Carr,PF,346,63,881,11,4,1,
1992,Bill Cartwright,C,324,87,512,8,5,1,
1992,Terry Catledge,PF,549,109,1154,15,7,1,
1992,Duane Causwell,C,580,59,636,8,7,1,
1992,Cedric Ceballos,SF,152,50,462,7,2,1,
1992,Tom Chambers,PF,401,142,1128,16,6,2,
1992,Rex Chapman,PG-SG,58,89,270,12,3,4,
1992,Rex Chapman,PG,54,86,260,12,3,4,
1992,Rex Chapman,SG,4,3,10,10,4,3,
1992,Maurice Cheeks,PG,95,185,259,5,2,3,
1992,Pete Chilcutt,PF,187,38,251,4,3,1,
1992,Derrick Coleman,PF,618,205,1289,20,10,3,
1992,Bimbo Coles,PG,189,366,816,10,2,5,
1992,Marty Conlon,C,69,12,120,3,2,0,
1992,Lester Conner,PG,184,294,287,4,2,4,
1992,Anthony Cook,PF,34,2,34,2,2,0,
1992,Wayne Cooper,C,101,21,77,2,3,1,
1992,Tom Copa,C,36,3,48,1,1,0,
1992,Lanard Copeland,SG,7,5,16,2,1,1,
1992,Tyrone Corbin,SF,472,140,780,10,6,2,
1992,Tyrone Corbin,SF,69,33,158,14,6,3,
1992,Tyrone Corbin,SF,403,107,622,9,6,2,
1992,Chris Corchiani,PG,78,141,255,5,2,3,
1992,Corey Crowder,SF,41,17,114,2,1,0,
1992,Terry Cummings,PF,631,102,1210,17,9,1,
1992,Dell Curry,SG,259,177,1209,16,3,2,
1992,Quintin Dailey,SG,12,4,31,3,1,0,
1992,Brad Daugherty,C,760,262,1566,21,10,4,
1992,Brad Davis,PG,33,66,92,3,1,2,
1992,Dale Davis,PF,410,30,395,6,6,0,
1992,Terry Davis,PF,672,57,693,10,10,1,
1992,Walter Davis,SF,70,68,457,10,2,1,
1992,Johnny Dawkins,PG,227,567,988,12,3,7,
1992,Bison Dele,PF,272,33,437,9,6,1,
1992,Vlade Divac,C,247,60,405,11,7,2,
1992,James Donaldson,C,289,33,285,5,5,1,
1992,James Donaldson,C,270,31,273,6,6,1,
1992,James Donaldson,C,19,2,12,1,1,0,
1992,Sherman Douglas,PG,63,172,308,7,2,4,
1992,Sherman Douglas,PG,6,19,37,7,1,4,
1992,Sherman Douglas,PG,57,153,271,7,2,4,
1992,Greg Dreiling,C,96,25,117,2,2,0,
1992,Clyde Drexler*,SG,500,512,1903,25,7,7,
1992,Kevin Duckworth,C,497,99,880,11,6,1,
1992,Chris Dudley,C,739,58,460,6,9,1,
1992,Joe Dumars*,SG,188,375,1635,20,2,5,
1992,Ledell Eackles,SG,178,125,856,13,3,2,
1992,Mark Eaton,C,491,40,266,3,6,0,
1992,Patrick Eddie,C,1,0,4,1,0,0,
1992,Blue Edwards,SF,298,137,1018,13,4,2,
1992,James Edwards,C,202,53,698,10,3,1,
1992,Kevin Edwards,PG,211,170,819,10,3,2,
1992,Craig Ehlo,SG,307,238,776,12,5,4,
1992,Mario Elie,SG,227,174,620,8,3,2,
1992,Sean Elliott,SF,439,214,1338,16,5,3,
1992,Dale Ellis,SF,253,104,1272,16,3,1,
1992,LeRon Ellis,C,24,1,43,1,1,0,
1992,Pervis Ellison,C,740,190,1322,20,11,3,
1992,A.J. English,SG,168,143,886,11,2,2,
1992,Patrick Ewing*,C,921,156,1970,24,11,2,
1992,Dave Feitl,C,61,6,82,2,2,0,
1992,Duane Ferrell,SF,210,92,839,13,3,1,
1992,Danny Ferry,PF,213,75,346,5,3,1,
1992,Vern Fleming,PG,209,266,726,9,3,3,
1992,Sleepy Floyd,PG,150,239,744,9,2,3,
1992,Greg Foster,PF,145,35,213,4,3,1,
1992,Rick Fox,SF,220,126,644,8,3,2,
1992,Tellis Frank,PF,26,8,46,5,3,1,
1992,Anthony Frederick,SF,144,71,389,6,2,1,
1992,Kevin Gamble,SF,286,219,1108,14,3,3,
1992,Winston Garland,PG,190,411,846,11,2,5,
1992,Tom Garrick,SG,56,98,137,3,1,2,
1992,Tom Garrick,SG,41,63,98,5,2,3,
1992,Tom Garrick,SG,9,18,29,2,1,1,
1992,Tom Garrick,SG,6,17,10,2,1,3,
1992,Chris Gatling,PF,182,16,306,6,3,0,
1992,Kenny Gattison,PF,580,131,1042,13,7,2,
1992,Tate George,SG,105,162,418,6,2,2,
1992,Kendall Gill,SG,402,329,1622,21,5,4,
1992,Armen Gilliam,PF,660,118,1367,17,8,1,
1992,Gerald Glass,SF,260,175,859,11,3,2,
1992,Mike Gminski,C,118,31,202,6,3,1,
1992,Dan Godfread,C,0,0,0,0,0,0,
1992,Paul Graham,SG,231,175,791,10,3,2,
1992,Ron Grandison,PF,11,1,10,3,4,0,
1992,Gary Grant,PG,184,538,609,8,2,7,
1992,Greg Grant,PG,69,217,225,3,1,3,
1992,Greg Grant,PG,4,18,1,0,0,1,
1992,Greg Grant,PG,65,199,224,4,1,4,
1992,Harvey Grant,SF,432,170,1155,18,7,3,
1992,Horace Grant,PF,807,217,1149,14,10,3,
1992,Jeff Grayer,SG,257,150,739,9,3,2,
1992,A.C. Green,PF,762,117,1116,14,9,1,
1992,Rickey Green,PG,24,68,106,4,1,3,
1992,Sean Green,SG,42,22,141,4,1,1,
1992,Sidney Green,PF,342,36,367,5,4,0,
1992,Jack Haley,C,95,7,76,2,2,0,
1992,Tom Hammonds,PF,185,36,440,12,5,1,
1992,Bob Hansen,SG,77,69,173,3,1,1,
1992,Bob Hansen,SG,4,1,8,4,2,1,
1992,Bob Hansen,SG,73,68,165,3,1,1,
1992,Tim Hardaway,PG,310,807,1893,23,4,10,
1992,Derek Harper,PG,170,373,1152,18,3,6,
1992,Ron Harper,SG,447,417,1495,18,5,5,
1992,Scott Hastings,C,98,26,58,1,2,1,
1992,Hersey Hawkins,SG,271,248,1536,19,3,3,
1992,Gerald Henderson,PG,8,10,36,2,1,1,
1992,Gerald Henderson,PG,2,5,12,2,0,1,
1992,Gerald Henderson,PG,6,5,24,3,1,1,
1992,Steve Henson,PG,41,82,150,3,1,2,
1992,Carl Herrera,PF,99,27,191,4,2,1,
1992,Rod Higgins,SF,85,22,255,10,3,1,
1992,Sean Higgins,PF-SF,102,41,291,8,3,1,
1992,Sean Higgins,SF,8,4,15,3,1,1,
1992,Sean Higgins,PF,94,37,276,9,3,1,
1992,Tyrone Hill,C,593,47,671,8,7,1,
1992,Donald Hodge,PF,275,39,426,8,5,1,
1992,Craig Hodges,SG,24,54,238,4,0,1,
1992,Dave Hoppen,C,10,2,9,1,1,0,
1992,Dennis Hopson,SG,206,102,743,10,3,1,
1992,Dennis Hopson,SG,0,0,2,1,0,0,
1992,Dennis Hopson,SG,206,102,741,11,3,1,
1992,Jeff Hornacek,SG,407,411,1632,20,5,5,
1992,Brian Howard,SF,51,14,131,5,2,1,
1992,Jay Humphries,PG,184,466,991,14,3,7,
1992,Cedric Hunter,PG,0,0,0,0,0,0,
1992,Mike Iuzzolino,PG,98,194,486,9,2,4,
1992,Jaren Jackson,SG,10,3,26,5,2,1,
1992,Mark Jackson,PG,305,694,916,11,4,9,
1992,Dave Jamerson,SG,43,33,191,4,1,1,
1992,Henry James,SF,112,25,418,6,2,0,
1992,Les Jepsen,C,30,1,25,1,1,0,
1992,Avery Johnson,PG,80,266,386,6,1,4,
1992,Avery Johnson,PG,35,100,135,7,2,5,
1992,Avery Johnson,PG,45,166,251,5,1,3,
1992,Buck Johnson,SF,312,158,685,9,4,2,
1992,Eddie Johnson,SF,292,161,1386,17,4,2,
1992,Kevin Johnson,PG,292,836,1536,20,4,11,
1992,Larry Johnson,PF,899,292,1576,19,11,4,
1992,Vinnie Johnson,SG,182,145,478,8,3,2,
1992,Charles Jones,C,317,62,86,1,4,1,
1992,Michael Jordan*,SG,511,489,2404,30,6,6,
1992,Shawn Kemp,PF,665,86,994,16,10,1,
1992,Steve Kerr,PG,78,110,319,7,2,2,
1992,Jerome Kersey,SF,633,243,971,13,8,3,
1992,Alec Kessler,PF,314,34,410,5,4,0,
1992,Bo Kimble,SG,32,17,112,3,1,1,
1992,Albert King,SF,11,5,31,5,2,1,
1992,Rich King,C,49,12,88,2,1,0,
1992,Stacey King,PF,205,77,551,7,3,1,
1992,Greg Kite,C,402,44,228,3,6,1,
1992,Joe Kleine,C,296,32,326,5,4,0,
1992,Negele Knight,PG,46,112,243,6,1,3,
1992,Bart Kofoed,SG,26,51,66,2,1,1,
1992,Jon Koncak,C,261,132,241,3,3,2,
1992,Larry Krystkowiak,PF,429,114,714,9,5,1,
1992,Bill Laimbeer,C,451,160,783,10,6,2,
1992,Jerome Lane,PF,66,17,37,3,5,1,
1992,Jerome Lane,PF,44,13,28,3,5,1,
1992,Jerome Lane,PF,18,4,6,2,6,1,
1992,Jerome Lane,PF,4,0,3,2,2,0,
1992,Andrew Lang,C,546,43,622,8,7,1,
1992,Eric Leckner,C,206,31,196,3,3,1,
1992,Doug Lee,SG,35,22,120,3,1,0,
1992,Gary Leonard,C,5,1,10,2,1,0,
1992,Jim Les,PG,63,143,231,4,1,2,
1992,Fat Lever,SG,161,107,347,11,5,3,
1992,Cliff Levingston,PF,227,66,311,4,3,1,
1992,Reggie Lewis,SG,394,185,1703,21,5,2,
1992,Marcus Liberty,SF,308,58,698,9,4,1,
1992,Todd Lichti,SG,118,74,446,7,2,1,
1992,Alton Lister,C,92,14,102,4,4,1,
1992,Brad Lohaus,PF,249,74,408,6,4,1,
1992,Grant Long,PF,691,225,1212,15,8,3,
1992,Luc Longley,C,257,53,281,4,4,1,
1992,Kevin Lynch,SG,85,83,224,4,2,2,
1992,Mark Macon,SG,220,168,805,11,3,2,
1992,Dan Majerle,SF,483,274,1418,17,6,3,
1992,Jeff Malone,SG,233,180,1639,20,3,2,
1992,Karl Malone*,PF,909,241,2272,28,11,3,
1992,Moses Malone*,C,744,93,1279,16,9,1,
1992,Danny Manning,PF,564,285,1579,19,7,3,
